priority	category	preferred_term	ontology_id	ontology_label	ontology_source	mapping_status	has_chebi_id	synonym_count	synonyms	filename	file_path
MEDIUM	Other/Uncategorized	Na2-citrate	CHEBI:53258	Na2-citrate	CHEBI	MAPPED	True	0		Na2-citrate.yaml	data/ingredients/mapped/Na2-citrate.yaml
MEDIUM	Other/Uncategorized	Na2-fumarate	CHEBI:115156	Na2-fumarate	CHEBI	MAPPED	True	2	Properties: Defined component, Simple component, Organic compound|Properties: Simple component, Organic compound, Defined component	Na2-fumarate.yaml	data/ingredients/mapped/Na2-fumarate.yaml
MEDIUM	Other/Uncategorized	Na2-glutamate	CHEBI:64220	Na2-glutamate	CHEBI	MAPPED	True	1	Role: Nitrogen source; Properties: Organic compound, Defined component, Simple component	Na2-glutamate.yaml	data/ingredients/mapped/Na2-glutamate.yaml
MEDIUM	Other/Uncategorized	Na2-glyoxalate	CHEBI:91251	Na2-glyoxalate	CHEBI	MAPPED	True	1	Role: Carbon source; Properties: Organic compound, Defined component, Simple component	Na2-glyoxalate.yaml	data/ingredients/mapped/Na2-glyoxalate.yaml
MEDIUM	Other/Uncategorized	Na2-ß-glycerolphosphate	CHEBI:132089	Na2-ß-glycerolphosphate	CHEBI	MAPPED	True	0		Na2-ß-glycerolphosphate.yaml	data/ingredients/mapped/Na2-ß-glycerolphosphate.yaml
MEDIUM	Other/Uncategorized	Na2CO				UNMAPPED	False	1	Na2CO3(Baker 3604)	Na2co.yaml	data/ingredients/unmapped/Na2co.yaml
MEDIUM	Other/Uncategorized	Na2CO3 anhydrous	CHEBI:29377	Na2CO3 anhydrous	CHEBI	MAPPED	True	2	Role: Buffer; Properties: Defined component, Simple component, Inorganic compound|Role: Buffer; Properties: Inorganic compound, Simple component, Defined component	Na2co3_Anhydrous.yaml	data/ingredients/mapped/Na2co3_Anhydrous.yaml
MEDIUM	Other/Uncategorized	Na2Glycerophosphate.5H2O				UNMAPPED	False	1	Na2Glycerophosphate.5H2O(CAS:  13408-09-8)	Na2glycerophosphate5h2o_2.yaml	data/ingredients/unmapped/Na2glycerophosphate5h2o_2.yaml
MEDIUM	Other/Uncategorized	Na3-EDTA	CHEBI:63125	Na3-EDTA	CHEBI	MAPPED	True	2	Properties: Defined component, Organic compound, Simple component|Properties: Defined component, Simple component, Organic compound	Na3-edta.yaml	data/ingredients/mapped/Na3-edta.yaml
MEDIUM	Other/Uncategorized	Na3-citrate	CHEBI:53258	Na3-citrate	CHEBI	MAPPED	True	3	Role: Buffer; Properties: Defined component, Organic compound, Simple component|Role: Buffer; Properties: Defined component, Simple component, Organic compound|Role: Buffer; Properties: Organic compound, Defined component, Simple component	Na3-citrate.yaml	data/ingredients/mapped/Na3-citrate.yaml
MEDIUM	Other/Uncategorized	NaCO3	CHEBI:29377		CHEBI	MAPPED	True	1	Role: Buffer; Properties: Inorganic compound, Simple component, Defined component	Naco3.yaml	data/ingredients/mapped/Naco3.yaml
MEDIUM	Other/Uncategorized	NaHCO				UNMAPPED	False	1	NaHCO3(Fisher S 233)	Nahco.yaml	data/ingredients/unmapped/Nahco.yaml
MEDIUM	Other/Uncategorized	NaNO				UNMAPPED	False	3	NaNO3(CAS: 7631-99-4)|NaNO3(Fisher BP360-500)|NaNO3(autoclave before adding)(Fisher BP360-500)	Nano.yaml	data/ingredients/unmapped/Nano.yaml
MEDIUM	Other/Uncategorized	NaS2O3	CHEBI:132112		CHEBI	MAPPED	True	0		Nas2o3.yaml	data/ingredients/mapped/Nas2o3.yaml
MEDIUM	Other/Uncategorized	NaVO3 x n H2O	CHEBI:132095	NaVO3 x n H2O	CHEBI	MAPPED	True	0		Navo3_X_N_H2o.yaml	data/ingredients/mapped/Navo3_X_N_H2o.yaml
MEDIUM	Other/Uncategorized	Nicotinic acid amide	CHEBI:17154	Nicotinic acid amide	CHEBI	MAPPED	True	0		Nicotinic_Acid_Amide.yaml	data/ingredients/mapped/Nicotinic_Acid_Amide.yaml
MEDIUM	Other/Uncategorized	Oatmeal agar	CHEBI:2509	Oatmeal agar	CHEBI	MAPPED	True	0		Oatmeal_Agar.yaml	data/ingredients/mapped/Oatmeal_Agar.yaml
MEDIUM	Other/Uncategorized	Pea				UNMAPPED	False	2	Pea|Pea(add after dH2O)	Pea.yaml	data/ingredients/unmapped/Pea.yaml
MEDIUM	Other/Uncategorized	Poly(3-hydroxybutyrate)	CHEBI:53389	Poly(3-hydroxybutyrate)	CHEBI	MAPPED	True	1	Role: Carbon source	Poly_3-hydroxybutyrate.yaml	data/ingredients/mapped/Poly_3-hydroxybutyrate.yaml
MEDIUM	Other/Uncategorized	Potassium Phosphate	CHEBI:63036	Potassium Phosphate	CHEBI	MAPPED	True	1	(dibasic)	Potassium_Phosphate.yaml	data/ingredients/mapped/Potassium_Phosphate.yaml
MEDIUM	Other/Uncategorized	Potassium tetrathionate	CHEBI:86466	Potassium tetrathionate	CHEBI	MAPPED	True	0		Potassium_Tetrathionate.yaml	data/ingredients/mapped/Potassium_Tetrathionate.yaml
MEDIUM	Other/Uncategorized	Pyridoxamine hydrochloride	CHEBI:131531	Pyridoxamine hydrochloride	CHEBI	MAPPED	True	0		Pyridoxamine_Hydrochloride.yaml	data/ingredients/mapped/Pyridoxamine_Hydrochloride.yaml
MEDIUM	Other/Uncategorized	R agar	CHEBI:2509	R agar	CHEBI	MAPPED	True	0		R_Agar.yaml	data/ingredients/mapped/R_Agar.yaml
MEDIUM	Other/Uncategorized	R2A agar	CHEBI:2509	R2A agar	CHEBI	MAPPED	True	0		R2a_Agar.yaml	data/ingredients/mapped/R2a_Agar.yaml
MEDIUM	Other/Uncategorized	Riboflavine	CHEBI:17015	Riboflavine	CHEBI	MAPPED	True	1	Role: Vitamin; Properties: Organic compound, Defined component, Simple component	Riboflavine.yaml	data/ingredients/mapped/Riboflavine.yaml
MEDIUM	Other/Uncategorized	Sodium DL-lactate	CHEBI:75228	Sodium DL-lactate	CHEBI	MAPPED	True	1	Role: Carbon source; Properties: Simple component, Defined component, Organic compound	Sodium_Dl-lactate.yaml	data/ingredients/mapped/Sodium_Dl-lactate.yaml
